Sr. No.,Sr. No. Hard Copy,Directive No.,Year ID,Fiscal Year,Region ID,Region,Con ID,Constituency Name,Members Type,MP ID,MP Name,Full Name of Party,Party,Amount (Million PKR),Fund Status,Programme,Sector,Project District,Project Area
3030,257,724,8,2009-10,4,Punjab,109,NA-109 Mandi Bahauddin-II,Elected,521,Nazar Muhammad Gondal,Pakistan Peoples Party Parliamentarians,PPPP,3.4,Consumed,PM's Directive,Misc,Mandi Bahauddin,"Chak No. KM-69/1-2 Haria, Malakwal Railway Station Lalamusa Kundian"
3031,258,329,8,2009-10,4,Punjab,110,NA-110 Sialkot-I,Elected,282,Khawaja Muhammad Asif,Pakistan Muslim League (N),PML-N,19.8,Consumed,PM's Directive,Misc,Sialkot,
3032,259,759,8,2009-10,4,Punjab,111,NA-111 Sialkot-II,Elected,180,Firdous Aashiq Awan,Pakistan Peoples Party Parliamentarians,PPPP,28.36,Consumed,PM's Directive,Electricity,Sialkot,
3033,260,310,8,2009-10,4,Punjab,113,NA-113 Sialkot-IV,Elected,634,Sahibzada Syed Murtaza Amin,Pakistan Muslim League (N),PML-N,49.8,Consumed,PM's Directive,Development Scheme,Sialkot,
3034,261,723,8,2009-10,4,Punjab,113,NA-113 Sialkot-IV,Elected,634,Sahibzada Syed Murtaza Amin,Pakistan Muslim League (N),PML-N,24.8,Consumed,PM's Directive,Electricity,Sialkot,
3035,262,2065,8,2009-10,4,Punjab,113,NA-113 Sialkot-IV,Elected,634,Sahibzada Syed Murtaza Amin,Pakistan Muslim League (N),PML-N,6.7,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sialkot,Sahibzada Syed Faiz ul Hassan Road
3036,263,520,8,2009-10,4,Punjab,114,NA-114 Sialkot-V,Elected,808,Zahid Hamid Khan,Pakistan Muslim League (N),PML-N,50,Consumed,PM's Directive,Water Supply,Sialkot,
3037,264,377,8,2009-10,4,Punjab,115,NA-115 Narowal-I,Elected,730,Sumaira Yasir Rasheed,Pakistan Muslim League (N),PML-N,57.3,Consumed,PM's Directive,Sewerage,Narowal,
3038,265,2068,8,2009-10,4,Punjab,115,NA-115 Narowal-I,Elected,730,Sumaira Yasir Rasheed,Pakistan Muslim League (N),PML-N,10,Consumed,PM's Directive,Electricity,Narowal,
3039,266,371,8,2009-10,4,Punjab,116,NA-116 Narowal-II,Elected,123,Chaudhry Muhammad Tariq Anis,Pakistan Peoples Party Parliamentarians,PPPP,52.4,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Narowal,
3040,267,390,8,2009-10,4,Punjab,116,NA-116 Narowal-II,Elected,123,Chaudhry Muhammad Tariq Anis,Pakistan Peoples Party Parliamentarians,PPPP,3,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Narowal,Kaharala Jawala Bridge
3041,268,291,8,2009-10,4,Punjab,120,NA-120 Lahore-III,Elected,91,Bilal Yasin,Pakistan Muslim League (N),PML-N,50,Consumed,PM's Directive,Development Scheme,Lahore,
3042,269,2088,8,2009-10,4,Punjab,120,NA-120 Lahore-III,Elected,91,Bilal Yasin,Pakistan Muslim League (N),PML-N,15,Consumed,PM's Directive,Development Scheme,Lahore,
3043,270,2089,8,2009-10,4,Punjab,121,NA-121 Lahore-IV,Elected,349,Marghoob Ahmad,Pakistan Muslim League (N),PML-N,10,Consumed,PM's Directive,Development Scheme,Lahore,
3044,271,2090,8,2009-10,4,Punjab,122,NA-122 Lahore-V,Elected,652,Sardar Ayaz Sadiq,Pakistan Muslim League (N),PML-N,20,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lahore,
3045,272,306,8,2009-10,4,Punjab,124,NA-124 Lahore-VII,Elected,715,Sheikh Rohale Asghar,Pakistan Muslim League (N),PML-N,50,Consumed,PM's Directive,Development Scheme,Lahore,
3046,273,880,8,2009-10,4,Punjab,124,NA-124 Lahore-VII,Elected,715,Sheikh Rohale Asghar,Pakistan Muslim League (N),PML-N,20,Consumed,PM's Directive,Development Scheme,Lahore,
3047,274,707,8,2009-10,4,Punjab,127,NA-127 Lahore-X,Elected,124,Chaudhry Naseer Ahmad Bhutta,Pakistan Muslim League (N),PML-N,3.3,Consumed,PM's Directive,Electricity,Lahore,
3048,275,703,8,2009-10,4,Punjab,128,NA-128 Lahore-XI,Elected,334,Malik Muhammad Afzal Khokhar,Pakistan Muslim League (N),PML-N,1.1,Consumed,PM's Directive,Electricity,Lahore,
3049,276,370,8,2009-10,4,Punjab,128,NA-128 Lahore-XI,Elected,334,Malik Muhammad Afzal Khokhar,Pakistan Muslim League (N),PML-N,3.9,Consumed,PM's Directive,Electricity,Lahore,
3050,277,791,8,2009-10,4,Punjab,128,NA-128 Lahore-XI,Elected,334,Malik Muhammad Afzal Khokhar,Pakistan Muslim League (N),PML-N,50,Consumed,PM's Directive,Development Scheme,Lahore,
3051,278,290,8,2009-10,4,Punjab,129,NA-129 Lahore-XII,Elected,790,Tariq Shabbir Mayo,Pakistan Peoples Party Parliamentarians,PPPP,2.2,Consumed,PM's Directive,Electricity,Lahore,
3052,279,600,8,2009-10,4,Punjab,129,NA-129 Lahore-XII,Elected,790,Tariq Shabbir Mayo,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lahore,"Ferozpur road to Baddian rod, Hidyara Drain"
3053,280,2061,8,2009-10,4,Punjab,129,NA-129 Lahore-XII,Elected,790,Tariq Shabbir Mayo,Pakistan Peoples Party Parliamentarians,PPPP,6.9,Consumed,PM's Directive,Electricity,Lahore,
3054,281,289,8,2009-10,4,Punjab,130,NA-130 Lahore-XIII,Elected,643,Sameena Khalid Gurki,Pakistan Peoples Party Parliamentarians,PPPP,1.9,Consumed,PM's Directive,Electricity,Lahore,
3055,282,593,8,2009-10,4,Punjab,130,NA-130 Lahore-XIII,Elected,643,Sameena Khalid Gurki,Pakistan Peoples Party Parliamentarians,PPPP,60,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lahore,"Jallo to Minhala, Ismail Town, Jallo to Bhatta and Tajpura to Taj Bagh"
3056,283,824,8,2009-10,4,Punjab,130,NA-130 Lahore-XIII,Elected,643,Sameena Khalid Gurki,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lahore,"Jallo Minhala and Padhaha, Main Bazar Barki to Korean Village"
3057,284,2179,8,2009-10,4,Punjab,130,NA-130 Lahore-XIII,Elected,643,Sameena Khalid Gurki,Pakistan Peoples Party Parliamentarians,PPPP,22.543,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lahore,
3058,285,36,8,2009-10,4,Punjab,131,NA-131 Sheikhupura-I,Elected,580,Rana Afzal Hussain,Pakistan Muslim League (N),PML-N,37.74,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,
3059,286,332,8,2009-10,4,Punjab,131,NA-131 Sheikhupura-I,Elected,580,Rana Afzal Hussain,Pakistan Muslim League (N),PML-N,49.88,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,
3060,287,930,8,2009-10,4,Punjab,131,NA-131 Sheikhupura-I,Elected,580,Rana Afzal Hussain,Pakistan Muslim League (N),PML-N,10,Consumed,PM's Directive,Electricity,Sheikhupura,
3061,288,935,8,2009-10,4,Punjab,131,NA-131 Sheikhupura-I,Elected,580,Rana Afzal Hussain,Pakistan Muslim League (N),PML-N,2.5,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,
3062,289,931,8,2009-10,4,Punjab,131,NA-131 Sheikhupura-I,Elected,580,Rana Afzal Hussain,Pakistan Muslim League (N),PML-N,20,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,
3063,290,1018,8,2009-10,4,Punjab,131,NA-131 Sheikhupura-I,Elected,580,Rana Afzal Hussain,Pakistan Muslim League (N),PML-N,2.8,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,
3064,291,2062,8,2009-10,4,Punjab,131,NA-131 Sheikhupura-I,Elected,580,Rana Afzal Hussain,Pakistan Muslim League (N),PML-N,1.5,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,
3065,292,37,8,2009-10,4,Punjab,132,NA-132 Sheikhupura-II-cum Nankana Sahib (Old Sheikhupura-II),Elected,586,Rana Tanveer Hussain,Pakistan Muslim League (N),PML-N,2,Consumed,PM's Directive,Electricity,Sheikhupura,
3066,293,38,8,2009-10,4,Punjab,132,NA-132 Sheikhupura-II-cum Nankana Sahib (Old Sheikhupura-II),Elected,586,Rana Tanveer Hussain,Pakistan Muslim League (N),PML-N,9,Consumed,PM's Directive,Development Scheme,Sheikhupura,
3067,294,334,8,2009-10,4,Punjab,132,NA-132 Sheikhupura-II-cum Nankana Sahib (Old Sheikhupura-II),Elected,586,Rana Tanveer Hussain,Pakistan Muslim League (N),PML-N,26.5,Consumed,PM's Directive,Electricity,Sheikhupura,
3068,295,335,8,2009-10,4,Punjab,132,NA-132 Sheikhupura-II-cum Nankana Sahib (Old Sheikhupura-II),Elected,586,Rana Tanveer Hussain,Pakistan Muslim League (N),PML-N,50,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,
3069,296,336,8,2009-10,4,Punjab,132,NA-132 Sheikhupura-II-cum Nankana Sahib (Old Sheikhupura-II),Elected,586,Rana Tanveer Hussain,Pakistan Muslim League (N),PML-N,10,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,"Gahnokay Jaja to Qila Kalar Wala, Tehsil Daska"
3070,297,932,8,2009-10,4,Punjab,132,NA-132 Sheikhupura-II-cum Nankana Sahib (Old Sheikhupura-II),Elected,586,Rana Tanveer Hussain,Pakistan Muslim League (N),PML-N,20,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,
3071,298,955,8,2009-10,4,Punjab,132,NA-132 Sheikhupura-II-cum Nankana Sahib (Old Sheikhupura-II),Elected,586,Rana Tanveer Hussain,Pakistan Muslim League (N),PML-N,4.5,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,
3072,299,279,8,2009-10,4,Punjab,133,NA-133 Sheikhupura-III,Elected,257,Javed Latif,Pakistan Muslim League (N),PML-N,0.9,Consumed,PM's Directive,Electricity,Sheikhupura,"Dera Wahlian, Shahdara Flour Mill Farooq Abad"
3073,300,292,8,2009-10,4,Punjab,133,NA-133 Sheikhupura-III,Elected,257,Javed Latif,Pakistan Muslim League (N),PML-N,61.5,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,Railway Crossing Chochoki Malian to Lahore Road
3074,301,704,8,2009-10,4,Punjab,133,NA-133 Sheikhupura-III,Elected,257,Javed Latif,Pakistan Muslim League (N),PML-N,4.8,Consumed,PM's Directive,Electricity,Sheikhupura,
3075,302,288,8,2009-10,4,Punjab,134,NA-134 Sheikhupura-IV,Elected,662,Sardar Muhammad Irfan Dogar,Pakistan Muslim League (N),PML-N,2,Consumed,PM's Directive,Electricity,Sheikhupura,
3076,303,287,8,2009-10,4,Punjab,135,NA-135 Nankana Sahib-I-cum-Sheikhupura (Old Sheikhupura-V),Elected,122,Chaudhry Muhammad Barjees Tahir,Pakistan Muslim League (N),PML-N,5.4,Consumed,PM's Directive,Electricity,Nankana Sahib,
3077,304,293,8,2009-10,4,Punjab,135,NA-135 Nankana Sahib-I-cum-Sheikhupura (Old Sheikhupura-V),Elected,122,Chaudhry Muhammad Barjees Tahir,Pakistan Muslim League (N),PML-N,66.7,Consumed,PM's Directive,Development Scheme,Nankana Sahib,
3078,305,708,8,2009-10,4,Punjab,135,NA-135 Nankana Sahib-I-cum-Sheikhupura (Old Sheikhupura-V),Elected,122,Chaudhry Muhammad Barjees Tahir,Pakistan Muslim League (N),PML-N,7.4,Consumed,PM's Directive,Electricity,Nankana Sahib,
3079,306,709,8,2009-10,4,Punjab,135,NA-135 Nankana Sahib-I-cum-Sheikhupura (Old Sheikhupura-V),Elected,122,Chaudhry Muhammad Barjees Tahir,Pakistan Muslim League (N),PML-N,19.4,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Nankana Sahib,
3080,307,2091,8,2009-10,4,Punjab,135,NA-135 Nankana Sahib-I-cum-Sheikhupura (Old Sheikhupura-V),Elected,122,Chaudhry Muhammad Barjees Tahir,Pakistan Muslim League (N),PML-N,19.2,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Nankana Sahib,
3081,308,39,8,2009-10,4,Punjab,136,NA-136 Nankana Sahib-II cum-Sheikhupura (Old Sheikhupura-VI),Elected,107,Chaudhry Bilal Ahmad Virk,Pakistan Muslim League,PML,10,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sheikhupura,
3082,309,294,8,2009-10,4,Punjab,136,NA-136 Nankana Sahib-II cum-Sheikhupura (Old Sheikhupura-VI),Elected,107,Chaudhry Bilal Ahmad Virk,Pakistan Muslim League,PML,24.7,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Nankana Sahib,
3083,310,286,8,2009-10,4,Punjab,136,NA-136 Nankana Sahib-II cum-Sheikhupura (Old Sheikhupura-VI),Elected,107,Chaudhry Bilal Ahmad Virk,Pakistan Muslim League,PML,0.3,Consumed,PM's Directive,Electricity,Nankana Sahib,Dera Afghanan Village Haloki
3084,311,710,8,2009-10,4,Punjab,136,NA-136 Nankana Sahib-II cum-Sheikhupura (Old Sheikhupura-VI),Elected,107,Chaudhry Bilal Ahmad Virk,Pakistan Muslim League,PML,3.3,Consumed,PM's Directive,Sewerage,Sheikhupura,Mouza Hockey
3085,312,444,8,2009-10,4,Punjab,137,NA-137-Nankana Sahib-III (Old Shiekhupura-VII),Elected,624,Saeed Ahmed Zafar,Independent,IND,15,Consumed,PM's Directive,Electricity,Nankana Sahib,
3086,313,820,8,2009-10,4,Punjab,137,NA-137-Nankana Sahib-III (Old Shiekhupura-VII),Elected,624,Saeed Ahmed Zafar,Independent,IND,75,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Nankana Sahib,
3087,314,895,8,2009-10,4,Punjab,137,NA-137-Nankana Sahib-III (Old Shiekhupura-VII),Elected,624,Saeed Ahmed Zafar,Independent,IND,26.2,Consumed,PM's Directive,Electricity,Nankana Sahib,
3088,315,443,8,2009-10,4,Punjab,138,NA-138 Kasur-I-cum-Lahore,Elected,589,Rao Mazhar Hayat Khan,Pakistan Muslim League (N),PML-N,40,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Kasur,
3089,316,442,8,2009-10,4,Punjab,138,NA-138 Kasur-I-cum-Lahore,Elected,589,Rao Mazhar Hayat Khan,Pakistan Muslim League (N),PML-N,20,Consumed,PM's Directive,Electricity,Kasur,
3090,317,450,8,2009-10,4,Punjab,139,NA-139 Kasur-II,Elected,802,Waseem Akhtar Sheikh,Pakistan Muslim League (N),PML-N,3.1,Consumed,PM's Directive,Electricity,Kasur,
3091,318,705,8,2009-10,4,Punjab,139,NA-139 Kasur-II,Elected,802,Waseem Akhtar Sheikh,Pakistan Muslim League (N),PML-N,5.5,Consumed,PM's Directive,Electricity,Kasur,
3092,319,285,8,2009-10,4,Punjab,140,NA-140 Kasur-III,Elected,650,Sardar Aseff Ahmad Ali,Pakistan Peoples Party Parliamentarians,PPPP,92.5,Consumed,PM's Directive,Electricity,Kasur,
3093,320,466,8,2009-10,4,Punjab,140,NA-140 Kasur-III,Elected,650,Sardar Aseff Ahmad Ali,Pakistan Peoples Party Parliamentarians,PPPP,10.4,Consumed,PM's Directive,Electricity,Kasur,
3094,321,706,8,2009-10,4,Punjab,140,NA-140 Kasur-III,Elected,650,Sardar Aseff Ahmad Ali,Pakistan Peoples Party Parliamentarians,PPPP,37.4,Consumed,PM's Directive,Electricity,Kasur,
3095,322,449,8,2009-10,4,Punjab,141,NA-141 Kasur-IV,Elected,584,Rana Muhammad Ishaq Khan,Pakistan Muslim League (N),PML-N,50,Consumed,PM's Directive,Electricity,Kasur,
3096,323,284,8,2009-10,4,Punjab,142,NA-142 Kasur-V,Elected,680,Sardar Talib Hassan Nakai,Pakistan Peoples Party Parliamentarians,PPPP,15.6,Consumed,PM's Directive,Electricity,Kasur,
3097,324,966,8,2009-10,4,Punjab,142,NA-142 Kasur-V,Elected,680,Sardar Talib Hassan Nakai,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Kasur,"Sarai Mughal to Halla via Jajja Kalan, Dulloo Multani, Ujala Kalan, Bath Kalan"
3098,325,201,8,2009-10,4,Punjab,144,NA-144 Okara-II,Elected,131,Chaudhry Sajjadul Hassan,Pakistan Peoples Party Parliamentarians,PPPP,25.8,Consumed,PM's Directive,Electricity,Okara,
3099,326,202,8,2009-10,4,Punjab,144,NA-144 Okara-II,Elected,131,Chaudhry Sajjadul Hassan,Pakistan Peoples Party Parliamentarians,PPPP,25,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,Tabrooq Stop to Police Station Shahbore
3100,327,423,8,2009-10,4,Punjab,145,NA-145 Okara-III,Elected,771,Syed Sumsam Ali Shah Bukhari,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,PM's Directive,Electricity,Okara,
3101,328,422,8,2009-10,4,Punjab,145,NA-145 Okara-III,Elected,771,Syed Sumsam Ali Shah Bukhari,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,
3102,329,205,8,2009-10,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,17.9,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,
3103,330,206,8,2009-10,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,38,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,Bhuman Shah to Sukh pur via Boota Kot jageer
3104,331,207,8,2009-10,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,26.1,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,"Depalpur City, Kachehri road chowk to Rizvi chowk"
3105,332,533,8,2009-10,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,133.9,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,
3106,333,208-A,8,2009-10,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,5,Consumed,PM's Directive,Misc,Okara,Bahawalnagar
3107,334,532,8,2009-10,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,60.6,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,"Hujra to Dhuliana, Haveli to Pir Ghani, Baseer pur to Rohailah"
3108,335,437,8,2009-10,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,5,Consumed,PM's Directive,Railway,Okara,Muhammadpur Village kalan
3109,336,210,8,2009-10,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,7.2,Consumed,PM's Directive,Education,Okara,Havelly Lakha
3110,337,434,8,2009-10,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,70,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,
3111,338,535,8,2009-10,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,PM's Directive,Development Scheme,Okara,Basirpur Tehsil Depalpur
3112,339,209,8,2009-10,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,44.7,Consumed,PM's Directive,Electricity,Okara,
3113,340,72,8,2009-10,4,Punjab,148,NA-148 Multan-I,Elected,319,Makhdoom Shah Mehmood Qureshi,Pakistan Peoples Party Parliamentarians,PPPP,63.6,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Multan,
3114,341,71,8,2009-10,4,Punjab,148,NA-148 Multan-I,Elected,319,Makhdoom Shah Mehmood Qureshi,Pakistan Peoples Party Parliamentarians,PPPP,60.81,Consumed,PM's Directive,Electricity,Multan,
3115,342,70,8,2009-10,4,Punjab,148,NA-148 Multan-I,Elected,319,Makhdoom Shah Mehmood Qureshi,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,PM's Directive,Electricity,Multan,
3116,343,20,8,2009-10,4,Punjab,152,NA-152 Multan-V,Elected,514,Nawab Liaqat Ali Khan,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,PM's Directive,Electricity,Multan,
3117,344,468,8,2009-10,4,Punjab,152,NA-152 Multan-V,Elected,514,Nawab Liaqat Ali Khan,Pakistan Peoples Party Parliamentarians,PPPP,125.387,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Multan,
3118,345,893,8,2009-10,4,Punjab,152,NA-152 Multan-V,Elected,514,Nawab Liaqat Ali Khan,Pakistan Peoples Party Parliamentarians,PPPP,15.65,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Multan,"Basti Malook, Shujabad road, Chaddar Mor Tibba"
3119,346,2183,8,2009-10,4,Punjab,152,NA-152 Multan-V,Elected,514,Nawab Liaqat Ali Khan,Pakistan Peoples Party Parliamentarians,PPPP,15,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Multan,
3120,347,261,8,2009-10,4,Punjab,153,NA-153 Multan-VI,Elected,144,Dewan Syed Ashiq Hussain Bukhari,Pakistan Muslim League (N),PML-N,37.49,Consumed,PM's Directive,Electricity,Multan,
3121,348,789,8,2009-10,4,Punjab,153,NA-153 Multan-VI,Elected,144,Dewan Syed Ashiq Hussain Bukhari,Pakistan Muslim League (N),PML-N,2.1,Consumed,PM's Directive,Electricity,Multan,
3122,349,886,8,2009-10,4,Punjab,153,NA-153 Multan-VI,Elected,144,Dewan Syed Ashiq Hussain Bukhari,Pakistan Muslim League (N),PML-N,20,Consumed,PM's Directive,Electricity,Multan,
3123,350,2170,8,2009-10,4,Punjab,153,NA-153 Multan-VI,Elected,144,Dewan Syed Ashiq Hussain Bukhari,Pakistan Muslim League (N),PML-N,41.175,Consumed,PM's Directive,Electricity,Multan,
3124,351,263,8,2009-10,4,Punjab,154,NA-154 Lodhran-I,Elected,474,Muhammad Siddique Khan Baloch,Pakistan Muslim League,PML,64.392,Consumed,PM's Directive,Electricity,Lodhran,
3125,352,826,8,2009-10,4,Punjab,154,NA-154 Lodhran-I,Elected,474,Muhammad Siddique Khan Baloch,Pakistan Muslim League,PML,25,Consumed,PM's Directive,Electricity,Lodhran,
3126,353,264,8,2009-10,4,Punjab,155,NA-155 Lodhran-II,Elected,229,Hayatullah Khan Tareen,Independent,IND,80,Consumed,PM's Directive,Electricity,Lodhran,
3127,354,606,8,2009-10,4,Punjab,155,NA-155 Lodhran-II,Elected,229,Hayatullah Khan Tareen,Independent,IND,50,Consumed,PM's Directive,Electricity,Lodhran,
3128,355,2182,8,2009-10,4,Punjab,155,NA-155 Lodhran-II,Elected,229,Hayatullah Khan Tareen,Independent,IND,11.67,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lodhran,
3129,356,2048,8,2009-10,4,Punjab,155,NA-155 Lodhran-II,Elected,229,Hayatullah Khan Tareen,Independent,IND,20,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lodhran,
3130,357,18,8,2009-10,4,Punjab,156,NA-156 Khanewal-I,Elected,415,Mohammad Raza Hayat Harraj,Pakistan Muslim League,PML,20,Consumed,PM's Directive,Electricity,Khanewal,
3131,358,942,8,2009-10,4,Punjab,156,NA-156 Khanewal-I,Elected,415,Mohammad Raza Hayat Harraj,Pakistan Muslim League,PML,20,Consumed,PM's Directive,Electricity,Khanewal,
3132,359,17,8,2009-10,4,Punjab,157,NA-157 Khanewal-II,Elected,224,Hamid Yar Hirraj,Pakistan Muslim League,PML,10,Consumed,PM's Directive,Electricity,Khanewal,
3133,360,19,8,2009-10,4,Punjab,158,NA-158 Khanewal-III,Elected,549,Pir Muhammad Aslam Bodla,Pakistan Muslim League,PML,10,Consumed,PM's Directive,Electricity,Khanewal,
3134,361,666,8,2009-10,4,Punjab,158,NA-158 Khanewal-III,Elected,549,Pir Muhammad Aslam Bodla,Pakistan Muslim League,PML,11.3,Consumed,PM's Directive,Electricity,Khanewal,
3135,362,266,8,2009-10,4,Punjab,159,NA-159 Khanewal-IV,Elected,111,Chaudhry Iftikhar Nazir,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Development Scheme,Khanewal,
3136,363,265,8,2009-10,4,Punjab,159,NA-159 Khanewal-IV,Elected,111,Chaudhry Iftikhar Nazir,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,Electricity,Khanewal,
